[ 0.88047567]  [ 6.52180595]
[ 683.18204743]  [ 2053.5848489]
[ 683.91467097]  [ 2055.68702983]
[ 684.80698329]  [ 2058.28704279]
[ 686.27920557]  [ 2062.40961534]
[ 686.696883]  [ 2064.25231363]
[ 688.26901092]  [ 2068.78443831]
[ 688.96766083]  [ 2070.7256771]
[ 690.03353341]  [ 2073.90366756]
[ 690.6799742]  [ 2076.24430692]
[ 691.68372525]  [ 2079.20807304]
[ 692.97099617]  [ 2082.6797727]
[ 694.47918094]  [ 2087.73798194]
[ 694.52283265]  [ 2087.42422671]
[ 695.96806241]  [ 2092.030423]
[ 696.99326111]  [ 2095.20240244]
[ 697.71977355]  [ 2096.77177121]
[ 698.57558561]  [ 2099.7958271]
[ 700.08398628]  [ 2103.98661339]
[ 701.29295401]  [ 2107.36041168]
[ 702.13845974]  [ 2110.78854578]
[ 703.1734914]  [ 2113.25741869]
[ 704.06647022]  [ 2116.23054516]
[ 704.82918634]  [ 2118.36927941]
[ 705.95714753]  [ 2121.98700475]
[ 707.05847714]  [ 2125.14752458]
[ 708.03990125]  [ 2127.94682492]
[ 708.98220357]  [ 2130.96443926]
[ 709.93829756]  [ 2133.80529123]
[ 710.95920975]  [ 2136.83786755]
[ 712.07623433]  [ 2140.02085074]
[ 713.01128866]  [ 2143.19394181]
[ 714.18346878]  [ 2146.50128998]
[ 714.83455192]  [ 2148.466592]
[ 715.92292007]  [ 2151.74887479]
[ 716.84145958]  [ 2154.85277529]
[ 717.90780071]  [ 2157.8475545]
[ 718.94913764]  [ 2161.1271342]
[ 719.89059061]  [ 2163.65435652]
[ 721.00408913]  [ 2167.00323043]
[ 722.27805553]  [ 2171.03601714]
[ 723.02863374]  [ 2172.9516276]
[ 724.00955596]  [ 2175.86254125]
[ 724.84198032]  [ 2178.75073027]
[ 725.76524034]  [ 2181.34550735]
[ 726.70240742]  [ 2183.81355256]
[ 728.5756358]  [ 2189.58819706]
[ 728.93526625]  [ 2190.72708]
[ 729.99337206]  [ 2193.68283279]
[ 730.95012331]  [ 2196.75061281]
[ 731.7052291]  [ 2198.82117308]
[ 732.84822059]  [ 2202.63081319]
[ 734.05688648]  [ 2206.0721042]
[ 735.17212112]  [ 2209.58045337]
[ 736.13083555]  [ 2212.7474147]
[ 737.04846509]  [ 2215.07934462]
[ 737.95312814]  [ 2217.89738938]
[ 739.21948664]  [ 2221.51505805]
[ 739.68248526]  [ 2222.83621446]
[ 741.11200155]  [ 2227.0290195]
[ 741.79438804]  [ 2229.23417369]
[ 743.12280692]  [ 2233.53442491]
[ 744.06395079]  [ 2236.05971973]
[ 745.07851555]  [ 2239.31148711]
[ 745.9827705]  [ 2241.98138824]
[ 746.89557499]  [ 2244.60917762]
[ 747.90987252]  [ 2247.82883414]
[ 749.1588269]  [ 2251.55652485]
[ 749.9646869]  [ 2254.37722118]
[ 751.16229463]  [ 2257.65659985]
[ 751.80941251]  [ 2259.60750304]
[ 752.9031498]  [ 2262.57079498]
[ 753.74322337]  [ 2265.16367386]
[ 755.12751737]  [ 2269.5269631]
[ 755.9524863]  [ 2271.90546095]
[ 756.51079611]  [ 2273.04835672]
[ 758.07067497]  [ 2278.22824393]
[ 758.81153605]  [ 2280.4730255]
[ 760.11394587]  [ 2284.41320627]
[ 761.07384969]  [ 2287.38962229]
[ 762.0165479]  [ 2289.5038057]
[ 762.94624714]  [ 2293.02385858]
[ 764.0335062]  [ 2296.20993077]
[ 765.06863878]  [ 2299.58404875]
[ 765.80637382]  [ 2301.21928432]
[ 767.10036789]  [ 2305.51542913]
[ 767.96660004]  [ 2307.90989928]
[ 768.94739405]  [ 2310.67549605]
[ 769.81808454]  [ 2313.23124295]
[ 771.16317213]  [ 2317.14100986]
[ 772.0240437]  [ 2320.16950528]
[ 772.73731192]  [ 2322.12928752]
[ 774.34594954]  [ 2326.89035053]
[ 775.10318972]  [ 2329.38413895]
[ 776.01359972]  [ 2332.23271853]
[ 776.84192137]  [ 2334.8151612]
[ 777.85734538]  [ 2337.40567575]
[ 778.77127947]  [ 2340.28455104]
[ 780.03919087]  [ 2344.6266849]
[ 781.08992369]  [ 2347.21543442]
[ 781.81795563]  [ 2349.58479924]
[ 782.989875]  [ 2352.62882847]
[ 784.40675958]  [ 2357.63458658]
[ 784.80760937]  [ 2358.3986302]
[ 785.94179727]  [ 2362.14322966]
[ 787.00936856]  [ 2365.08333925]
[ 787.89401749]  [ 2367.78871468]
[ 789.14764141]  [ 2371.37116681]
[ 789.77475082]  [ 2373.49725682]
[ 791.15055136]  [ 2377.96195523]
[ 792.0461887]  [ 2379.94929321]
[ 793.00004674]  [ 2383.25037611]
[ 793.84237542]  [ 2386.12528403]
[ 795.34991293]  [ 2389.96708174]
[ 796.1311237]  [ 2391.95165122]
[ 796.90437554]  [ 2394.47554802]
[ 798.07659719]  [ 2397.9620322]
[ 798.97064699]  [ 2400.85985597]
[ 800.08555483]  [ 2404.43165511]
[ 800.91128732]  [ 2406.84418922]
[ 802.17629287]  [ 2410.85755809]
[ 802.8416643]  [ 2412.58975058]
[ 803.85969201]  [ 2415.50011842]
[ 805.0950384]  [ 2419.11173452]
[ 805.7989346]  [ 2421.51938101]
[ 806.76551467]  [ 2424.81905602]
[ 808.01478132]  [ 2428.15376359]
[ 808.9932599]  [ 2430.77604341]
[ 809.85551185]  [ 2433.6733326]
[ 811.13690803]  [ 2437.63361618]
[ 812.04447467]  [ 2440.34713112]
[ 812.97151361]  [ 2442.64055979]
[ 814.29336152]  [ 2446.88864395]
[ 814.90291483]  [ 2448.63810681]
[ 816.05727976]  [ 2451.94318475]
[ 817.03399943]  [ 2454.55503504]
[ 817.84222154]  [ 2457.46301077]
[ 818.74148649]  [ 2460.08589818]
[ 819.69573992]  [ 2463.22523548]
[ 820.64424981]  [ 2465.75710811]
[ 822.16423698]  [ 2470.5840848]
[ 822.8519231]  [ 2472.70401071]
[ 823.59518208]  [ 2474.46099886]
[ 824.64341992]  [ 2478.04048867]
[ 826.12974327]  [ 2482.5434635]
[ 826.87679592]  [ 2484.37991089]
[ 827.9021692]  [ 2487.70288727]
[ 828.82706813]  [ 2490.52770147]
[ 830.31239344]  [ 2494.78855083]
[ 831.23439708]  [ 2497.38640313]
[ 832.06839558]  [ 2500.36414399]
[ 833.15490331]  [ 2503.67204489]
[ 834.05921579]  [ 2506.79531021]
[ 835.19887411]  [ 2509.50125252]
[ 835.93139666]  [ 2511.73569973]
[ 836.70403926]  [ 2513.68264595]
[ 838.1071764]  [ 2518.01292528]
[ 838.89617851]  [ 2520.73832309]
[ 839.83859636]  [ 2523.51407314]
[ 840.78401674]  [ 2525.81691181]
[ 842.03493212]  [ 2530.12626534]
[ 842.88248677]  [ 2532.62752647]
[ 843.75472377]  [ 2535.06073139]
[ 844.87560676]  [ 2538.61749229]
[ 845.85862236]  [ 2541.60549932]
[ 846.97698201]  [ 2544.71580095]
[ 847.99096014]  [ 2547.66818075]
[ 848.95845848]  [ 2550.67640843]
[ 849.67048338]  [ 2553.44721521]
[ 851.03069776]  [ 2556.90881505]
[ 852.36317271]  [ 2561.21915319]
[ 852.91888646]  [ 2562.83349718]
[ 854.08627942]  [ 2566.28644324]
[ 854.83714817]  [ 2568.44129786]
[ 855.99866211]  [ 2572.07775741]
[ 856.97587677]  [ 2574.95350131]
[ 857.91713471]  [ 2577.99020645]
[ 858.96100451]  [ 2581.06201168]
[ 859.96205809]  [ 2583.87540754]
[ 861.21611909]  [ 2587.57961021]
[ 861.83973741]  [ 2589.88992936]
[ 862.8707416]  [ 2592.60369544]
[ 864.12660261]  [ 2596.29425685]
[ 865.08062471]  [ 2599.34969584]
[ 866.09093069]  [ 2602.15510715]
[ 867.0244067]  [ 2604.92177738]
[ 867.94411648]  [ 2607.65551975]
[ 869.05365666]  [ 2610.73092909]
[ 870.2656365]  [ 2614.99468799]
[ 871.05438324]  [ 2617.07856847]
[ 872.17941164]  [ 2620.34083452]
[ 873.18933267]  [ 2623.37930968]
[ 874.24567787]  [ 2627.04211494]
[ 875.03097527]  [ 2628.95885442]
[ 876.26586347]  [ 2632.87371162]
[ 877.03110314]  [ 2635.09836788]
[ 877.9769476]  [ 2638.1449846]
[ 879.047437]  [ 2641.14606735]
[ 880.21968576]  [ 2644.35639974]
[ 880.87106363]  [ 2647.00746575]
[ 881.91532651]  [ 2649.84323567]
[ 883.05224948]  [ 2653.3688438]
[ 883.44756856]  [ 2654.55429433]
[ 885.43099942]  [ 2660.39323378]
[ 886.23879653]  [ 2662.8949473]
[ 886.89827635]  [ 2664.74451284]
[ 887.87579239]  [ 2667.58598059]
[ 889.02044301]  [ 2671.15164475]
[ 889.62274069]  [ 2673.0608869]
[ 890.78677069]  [ 2675.96005075]
[ 891.85242807]  [ 2679.95832364]
[ 893.02773134]  [ 2683.18889987]
[ 894.17886334]  [ 2686.33910095]
[ 894.90454917]  [ 2688.61423949]
[ 895.80005028]  [ 2691.45654145]
[ 897.22852307]  [ 2695.80309951]
[ 897.98428753]  [ 2697.86010674]
[ 899.1165414]  [ 2701.20149842]
[ 900.04674746]  [ 2703.89200548]
[ 901.05711155]  [ 2707.11902626]
[ 902.14879782]  [ 2710.4686503]
[ 903.0415093]  [ 2712.99119558]
[ 904.00051864]  [ 2715.84664638]
[ 905.09538034]  [ 2719.41218657]
[ 906.05762545]  [ 2722.01353813]
[ 907.0696744]  [ 2725.12159698]
[ 907.98822834]  [ 2728.07406961]
[ 908.83662205]  [ 2730.56807169]
[ 910.06730333]  [ 2734.02906978]
[ 910.56642002]  [ 2735.93893259]
[ 912.06667802]  [ 2740.21396781]
[ 913.15259848]  [ 2743.38542252]
[ 913.99831904]  [ 2745.81504485]
[ 915.08077055]  [ 2749.39611297]
[ 916.18928518]  [ 2752.79996645]
[ 917.11074182]  [ 2755.40427363]
[ 918.25572781]  [ 2758.67660329]
[ 918.91927747]  [ 2760.95278093]
[ 919.93529823]  [ 2763.76975997]
[ 921.10462702]  [ 2767.39597521]
[ 921.86021463]  [ 2769.75175273]
[ 923.02064028]  [ 2773.31589677]
[ 923.85160114]  [ 2775.50647563]
[ 925.0004526]  [ 2778.91469038]
[ 926.11937126]  [ 2782.29219018]
[ 927.11599656]  [ 2785.17521454]
[ 928.12774205]  [ 2788.44474867]
[ 929.06598912]  [ 2791.13377036]
[ 930.28771121]  [ 2794.69996639]
[ 930.99294282]  [ 2796.75037399]
[ 931.97304214]  [ 2799.81595951]
[ 932.65578446]  [ 2801.92162842]
[ 933.80038747]  [ 2805.45250485]
[ 935.13337562]  [ 2809.23732555]
[ 935.9832169]  [ 2811.9193964]
[ 937.31987472]  [ 2815.88159009]
[ 937.68831666]  [ 2817.17969077]
[ 939.23864563]  [ 2821.85759173]
[ 940.23483442]  [ 2824.53491489]
[ 940.68399593]  [ 2826.29621739]
[ 942.20211619]  [ 2830.55533406]
[ 943.22191325]  [ 2833.9045095]
[ 943.97023701]  [ 2836.12795543]
[ 944.98829984]  [ 2839.01595724]
[ 946.11474188]  [ 2842.80031095]
[ 946.80789888]  [ 2844.61166222]
[ 948.22495888]  [ 2848.43293922]
[ 949.12129383]  [ 2851.39760586]
[ 950.0224845]  [ 2854.07019911]
[ 951.01614531]  [ 2856.98354754]
[ 952.10587564]  [ 2860.47495821]
[ 952.7664827]  [ 2862.32392647]
[ 954.08883603]  [ 2866.4427833]
[ 955.29189892]  [ 2869.65241927]
[ 956.3461594]  [ 2873.01487761]
[ 956.84604528]  [ 2874.69946651]
[ 958.29230091]  [ 2878.79502991]
[ 959.00788504]  [ 2880.73614857]
[ 960.16218574]  [ 2884.79223274]
[ 960.53390164]  [ 2885.63462655]
[ 962.13764062]  [ 2890.52664351]
[ 963.0461561]  [ 2893.17460925]
[ 964.06358338]  [ 2896.43911511]
[ 965.06549649]  [ 2899.5274416]
[ 965.75722697]  [ 2901.08909725]
[ 967.33238768]  [ 2905.74987697]
[ 968.10027999]  [ 2908.48155825]
[ 968.89905536]  [ 2910.91879659]
[ 969.82617569]  [ 2913.46951642]
[ 971.03522156]  [ 2917.09623969]
[ 972.52849923]  [ 2921.96005081]
[ 972.91505698]  [ 2922.44045599]
[ 974.23259933]  [ 2926.64070728]
[ 975.48846211]  [ 2930.51313388]
[ 976.07441105]  [ 2932.07626461]
[ 976.87350162]  [ 2934.70553686]
[ 978.51516146]  [ 2939.73246816]
[ 978.82326786]  [ 2940.6031084]
[ 979.81278746]  [ 2943.40060569]
[ 980.66954715]  [ 2945.90028161]
[ 981.97683583]  [ 2949.88354789]
[ 982.69927235]  [ 2952.07513148]
[ 984.281639]  [ 2957.13638367]
[ 985.0542326]  [ 2958.88119143]
[ 986.13834561]  [ 2962.48081401]
[ 986.85462946]  [ 2964.72166935]
[ 987.72219227]  [ 2967.26083793]
[ 988.88760231]  [ 2970.81940745]
[ 989.88196778]  [ 2973.69197377]
[ 991.16464709]  [ 2977.46137879]
[ 992.01696619]  [ 2980.43362092]
[ 993.30137441]  [ 2984.0766164]
[ 993.75282802]  [ 2985.31252567]
[ 994.97669332]  [ 2989.03259406]
[ 995.97638326]  [ 2991.76634589]
[ 996.80812759]  [ 2994.25368201]
[ 998.09015378]  [ 2998.38640027]
[ 998.67820658]  [ 3000.16541869]
[ 0.6093895]  [ 5.84360495]
[ 1.87261698]  [ 9.61386362]
[ 3.02938638]  [ 13.2526009]
[ 4.0079314]  [ 16.11528731]
[ 4.64947872]  [ 17.81285113]
[ 5.82292507]  [ 21.60426505]
[ 6.70756638]  [ 24.30447525]
[ 7.65290718]  [ 27.26466791]
[ 8.79254875]  [ 30.33243423]
[ 9.74441333]  [ 33.00477349]
[ 11.00099778]  [ 36.82261925]
[ 12.31310119]  [ 40.63842937]
[ 13.01473426]  [ 42.89088614]
[ 13.73653154]  [ 44.94026757]
[ 15.17259818]  [ 49.76726387]
[ 15.94000995]  [ 51.55581015]
[ 17.06721527]  [ 55.01117551]
[ 17.94962447]  [ 58.01830458]
[ 19.51704476]  [ 62.54672281]
[ 19.89916704]  [ 63.6752125]
[ 20.78963426]  [ 66.47071577]
[ 22.31943996]  [ 70.86321019]
[ 22.85643879]  [ 72.59198167]
[ 23.87106895]  [ 75.62969034]
[ 25.25721439]  [ 79.92437808]
[ 26.35392981]  [ 83.17143433]
[ 26.86823579]  [ 84.55004425]
[ 28.12133215]  [ 88.35730695]
[ 29.24750531]  [ 91.74923682]
[ 30.11677807]  [ 94.41540237]
[ 30.8466688]  [ 96.51148226]
[ 31.67366645]  [ 98.92174813]
[ 32.61962735]  [ 101.95099393]
[ 33.96102637]  [ 106.03140535]
[ 35.00889132]  [ 109.41007641]
[ 36.14321342]  [ 112.49829784]
[ 36.95088854]  [ 114.72687799]
[ 38.02494301]  [ 118.02993545]
[ 39.06009384]  [ 120.60941247]
[ 39.76747632]  [ 123.44779105]
[ 40.96890173]  [ 126.72497721]
[ 42.1168195]  [ 130.31403664]
[ 42.71141366]  [ 132.07911077]
[ 43.8702556]  [ 135.54542228]
[ 44.99167543]  [ 138.90732516]
[ 45.90972806]  [ 141.97894979]
[ 47.350795]  [ 145.92841961]
[ 48.23335053]  [ 148.26050389]
[ 49.24406578]  [ 151.53831183]
[ 49.83223155]  [ 153.53671871]
[ 50.80378941]  [ 156.15465244]
[ 52.03427816]  [ 160.38080061]
[ 52.82388558]  [ 162.45858875]
[ 54.06369687]  [ 166.21039095]
[ 54.65135498]  [ 167.54830617]
[ 55.9863262]  [ 171.92323039]
[ 56.84390186]  [ 174.54246498]
[ 58.27642319]  [ 178.94449106]
[ 59.30805607]  [ 182.0370699]
[ 59.84600805]  [ 183.19695262]
[ 60.79953618]  [ 186.30523491]
[ 62.08396413]  [ 190.2652162]
[ 63.07341749]  [ 193.08241947]
[ 64.38536367]  [ 197.2600708]
[ 65.21065979]  [ 199.75574363]
[ 66.10542185]  [ 202.02462902]
[ 66.97022487]  [ 204.87051824]
[ 67.93849678]  [ 208.01488746]
[ 68.94030166]  [ 210.65280888]
[ 70.28611015]  [ 214.75422743]
[ 71.08665136]  [ 217.19904784]
[ 72.45835443]  [ 221.46787678]
[ 73.22024666]  [ 223.83282007]
[ 73.99897506]  [ 226.12979049]
[ 75.03536346]  [ 229.03646885]
[ 76.21977125]  [ 232.89302939]
[ 76.7671557]  [ 234.15876769]
[ 78.08276095]  [ 238.14964637]
[ 79.20045739]  [ 241.73659582]
[ 80.19181564]  [ 244.57319528]
[ 81.04596771]  [ 247.0315822]
[ 81.78322745]  [ 249.14539183]
[ 82.93736666]  [ 252.51993868]
[ 84.02359841]  [ 256.06624788]
[ 85.30617263]  [ 259.83906664]
[ 86.09979662]  [ 261.9901387]
[ 87.37548362]  [ 266.01394052]
[ 87.7413258]  [ 267.22512585]
[ 88.74275179]  [ 270.93702889]
[ 89.66454249]  [ 272.87658074]
[ 90.79079781]  [ 276.23440433]
[ 92.0211333]  [ 280.54501557]
[ 93.19191665]  [ 283.63758559]
[ 94.17526253]  [ 286.44621739]
[ 95.00897929]  [ 289.79144547]
[ 96.08237024]  [ 292.5383488]
[ 97.07786045]  [ 295.62521563]
[ 98.16017666]  [ 298.96939471]
[ 98.90649996]  [ 300.40256199]
[ 100.05246023]  [ 304.00562839]
[ 101.15272996]  [ 307.66801162]
[ 101.76563365]  [ 308.99126411]
[ 102.94946769]  [ 313.1178247]
[ 103.75959761]  [ 315.20583056]
[ 104.94524614]  [ 318.7074091]
[ 106.18813169]  [ 322.56530865]
[ 107.3782626]  [ 326.13774591]
[ 108.13322889]  [ 328.40361018]
[ 109.06902558]  [ 331.4523546]
[ 109.75206597]  [ 333.55081105]
[ 111.25617215]  [ 337.59103897]
[ 112.03699117]  [ 340.04162598]
[ 113.16207943]  [ 343.39567459]
[ 114.06554704]  [ 346.51942511]
[ 115.11979401]  [ 349.64742236]
[ 116.27633189]  [ 353.08395942]
[ 117.11757359]  [ 354.99465076]
[ 118.1497237]  [ 358.41490713]
[ 119.33190312]  [ 362.37009274]
[ 120.12009078]  [ 364.33854196]
[ 121.15902845]  [ 367.7554397]
[ 122.34988409]  [ 371.09596854]
[ 122.91747646]  [ 372.71074805]
[ 124.02824104]  [ 376.04301912]
[ 124.76469296]  [ 378.32595519]
[ 125.65209368]  [ 381.04662931]
[ 127.11027644]  [ 385.21623109]
[ 128.19301253]  [ 388.46686052]
[ 128.98660402]  [ 390.66159073]
[ 130.33140357]  [ 395.17110355]
[ 131.33035829]  [ 398.42997409]
[ 131.92276165]  [ 399.94675686]
[ 132.82430972]  [ 402.33582112]
[ 133.98647515]  [ 406.00627832]
[ 135.19897638]  [ 409.79355479]
[ 136.40679717]  [ 413.33920711]
[ 137.22421587]  [ 415.47604105]
[ 138.18230173]  [ 418.62426927]
[ 139.14431441]  [ 421.32852454]
[ 140.06600209]  [ 424.03278333]
[ 140.84734696]  [ 426.51547495]
[ 142.06175027]  [ 430.24127756]
[ 142.78940248]  [ 432.47317814]
[ 144.28351807]  [ 436.78556846]
[ 144.98601419]  [ 438.94581686]
[ 145.65301079]  [ 441.06160549]
[ 146.75394713]  [ 444.53941982]
[ 147.80477067]  [ 447.25545365]
[ 149.14285727]  [ 451.50570855]
[ 149.72997933]  [ 453.22752727]
[ 151.19600267]  [ 457.61646891]
[ 151.83397033]  [ 459.6472334]
[ 153.20532765]  [ 463.73479122]
[ 153.64808333]  [ 465.08485928]
[ 155.22857315]  [ 469.60798066]
[ 155.88522581]  [ 471.39258879]
[ 157.03954848]  [ 475.01469394]
[ 157.96711373]  [ 477.9364049]
[ 159.16271525]  [ 481.26197258]
[ 159.51965771]  [ 482.61553562]
[ 161.15985131]  [ 487.56928281]
[ 161.73701075]  [ 489.1664951]
[ 163.01613881]  [ 492.74703182]
[ 164.01854326]  [ 495.98278825]
[ 165.22060604]  [ 499.6896932]
[ 165.90800789]  [ 501.98485762]
[ 167.01175808]  [ 505.39101708]
[ 167.8710689]  [ 507.80920543]
[ 168.82600709]  [ 510.38279572]
[ 169.69683759]  [ 513.32234163]
[ 171.01472729]  [ 516.80086723]
[ 172.376083]  [ 521.28703113]
[ 173.01195051]  [ 522.9119534]
[ 173.88758226]  [ 525.57521099]
[ 174.94404062]  [ 529.04141108]
[ 175.99625485]  [ 532.10475235]
[ 177.32903111]  [ 536.06628912]
[ 178.15146763]  [ 538.51257213]
[ 178.88797422]  [ 540.65581972]
[ 180.10778489]  [ 544.15347177]
[ 181.09261622]  [ 547.13049601]
[ 182.30179706]  [ 551.07017186]
[ 182.92090737]  [ 553.00772998]
[ 183.65575993]  [ 554.85858978]
[ 184.98412469]  [ 558.99638311]
[ 185.7439188]  [ 561.07324863]
[ 186.88853185]  [ 564.67662709]
[ 187.98544514]  [ 567.93555461]
[ 189.10491871]  [ 571.07666748]
[ 190.14782513]  [ 574.20417249]
[ 191.30348686]  [ 577.89765037]
[ 192.12495891]  [ 580.28385994]
[ 193.32575936]  [ 583.84177884]
[ 193.75554129]  [ 584.93990087]
[ 195.10476554]  [ 589.47504197]
[ 196.13129099]  [ 592.45597044]
[ 196.89819165]  [ 594.75415661]
[ 197.95689187]  [ 597.80986181]
[ 198.79214336]  [ 600.2165999]
[ 199.91720997]  [ 604.02044635]
[ 201.09610398]  [ 607.32011448]
[ 201.6596945]  [ 608.80193171]
[ 203.25345262]  [ 613.88524312]
[ 203.81734606]  [ 615.7250177]
[ 204.85270252]  [ 618.87428469]
[ 206.2542421]  [ 623.0354355]
[ 207.07868004]  [ 625.12046484]
[ 207.93208309]  [ 627.93492896]
[ 209.51687068]  [ 632.71001783]
[ 210.12321448]  [ 634.62668056]
[ 211.01545761]  [ 637.09716943]
[ 211.77905799]  [ 639.69736792]
[ 213.09784431]  [ 643.59883361]
[ 213.86764997]  [ 645.6575571]
[ 215.2345399]  [ 649.90759879]
[ 216.20006902]  [ 652.46442615]
[ 216.78117744]  [ 654.56178135]
[ 217.89839652]  [ 657.65252178]
[ 218.98141209]  [ 660.85808338]
[ 219.93287225]  [ 664.1835393]
[ 221.0591758]  [ 666.8878334]
[ 221.7716442]  [ 669.0800556]
[ 222.90009405]  [ 672.55165318]
[ 223.9672651]  [ 676.25525543]
[ 225.11110235]  [ 679.40231906]
[ 225.72715792]  [ 681.1188209]
[ 226.99378174]  [ 685.08556953]
[ 228.01926932]  [ 688.09156274]
[ 229.02981572]  [ 691.21466431]
[ 229.92496135]  [ 693.72364893]
[ 230.92358208]  [ 696.72308846]
[ 232.07302843]  [ 699.94281477]
[ 233.18831053]  [ 703.5931979]
[ 234.21831449]  [ 706.85737827]
[ 235.16202519]  [ 709.51523838]
[ 236.38110693]  [ 713.44973989]
[ 236.77661814]  [ 714.54994751]
[ 238.09205064]  [ 718.23307419]
[ 239.19548947]  [ 721.63028115]
[ 239.90464769]  [ 723.86225149]
[ 241.00342202]  [ 727.26416495]
[ 241.7546757]  [ 729.45136896]
[ 243.30295855]  [ 734.00266266]
[ 243.9903519]  [ 736.39278153]
[ 245.1981612]  [ 739.80824351]
[ 245.84797051]  [ 741.77700137]
[ 246.77326807]  [ 744.33238022]
[ 248.11303171]  [ 748.38742774]
[ 249.10153524]  [ 751.44043893]
[ 249.8046808]  [ 753.57336402]
[ 250.84665951]  [ 756.33684763]
[ 252.27056858]  [ 760.73006528]
[ 252.85816865]  [ 762.46533128]
[ 253.89016877]  [ 765.83947133]
[ 254.92254973]  [ 768.82762109]
[ 255.79580887]  [ 771.29956768]
[ 256.94186046]  [ 774.83356965]
[ 258.31722069]  [ 778.97028722]
[ 258.94713045]  [ 781.00138762]
[ 259.93406161]  [ 784.13399311]
[ 260.89129263]  [ 786.53647788]
[ 262.02574504]  [ 790.0607757]
[ 262.79618074]  [ 792.29398437]
[ 263.86344834]  [ 795.65277187]
[ 264.77716098]  [ 798.59877942]
[ 265.92985717]  [ 802.20521206]
[ 267.07359121]  [ 804.91955827]
[ 268.05928292]  [ 808.3008912]
[ 268.89559214]  [ 810.30294702]
[ 270.27707997]  [ 814.94575129]
[ 271.00624984]  [ 816.88996527]
[ 272.08722461]  [ 820.69053394]
[ 273.0277494]  [ 823.40696743]
[ 274.21880507]  [ 826.81122959]
[ 275.15846626]  [ 829.49608652]
[ 275.72256656]  [ 831.38892266]
[ 277.17230398]  [ 835.11382478]
[ 277.68027708]  [ 837.42459212]
[ 278.88571065]  [ 840.84256612]
[ 280.24257504]  [ 844.34108131]
[ 281.00295465]  [ 847.14610083]
[ 281.88148729]  [ 849.36897681]
[ 283.3747407]  [ 854.08638416]
[ 284.04945448]  [ 855.68571257]
[ 285.01290035]  [ 859.04777315]
[ 286.31716347]  [ 863.27719962]
[ 287.31970648]  [ 865.6557859]
[ 287.82866652]  [ 867.55723145]
[ 289.24591379]  [ 871.91482795]
[ 290.17383344]  [ 874.61003863]
[ 291.05417731]  [ 877.36204456]
[ 291.75757504]  [ 879.36107622]
[ 292.78268882]  [ 882.25247994]
[ 293.91392149]  [ 885.74286598]
[ 294.57273769]  [ 887.24502503]
[ 296.1210411]  [ 892.21456471]
[ 296.91231634]  [ 894.96201572]
[ 298.11416247]  [ 898.55237419]
[ 299.30459038]  [ 901.93213702]
[ 300.03005964]  [ 904.10849213]
[ 301.07711694]  [ 907.11197241]
[ 302.15828554]  [ 910.19865271]
[ 302.46838759]  [ 911.5975317]
[ 304.08080373]  [ 915.99290818]
[ 305.05801888]  [ 919.30665741]
[ 306.33219149]  [ 923.25611907]
[ 306.90438555]  [ 924.34226576]
[ 307.67888023]  [ 927.17791972]
[ 309.07233134]  [ 931.0008037]
[ 310.22351918]  [ 934.64702182]
[ 310.97939356]  [ 936.73029501]
[ 312.27406816]  [ 940.796345]
[ 312.95360339]  [ 942.93727594]
[ 314.22017146]  [ 946.52262661]
[ 315.49173913]  [ 950.40869636]
[ 316.27116818]  [ 952.71810216]
[ 317.41128807]  [ 956.07361641]
[ 318.08648287]  [ 958.24839262]
[ 318.85317767]  [ 960.75893872]
[ 319.89250728]  [ 963.34541345]
[ 320.86725353]  [ 966.58210475]
[ 321.65265114]  [ 969.02124472]
[ 323.30582484]  [ 974.15163291]
[ 324.24979702]  [ 976.8519538]
[ 324.91596931]  [ 979.05316284]
[ 325.97212734]  [ 981.80899197]
[ 326.42157736]  [ 983.28591453]
[ 328.03165199]  [ 988.151955]
[ 329.35677987]  [ 991.84418405]
[ 329.87270008]  [ 993.73992708]
[ 331.1130135]  [ 997.29786224]
[ 331.60293943]  [ 998.90384168]
[ 332.96861596]  [ 1002.93198365]
[ 334.06876614]  [ 1005.86782144]
[ 335.20890053]  [ 1009.7751139]
[ 336.07373056]  [ 1012.25891878]
[ 336.79184926]  [ 1013.9379517]
[ 338.38570893]  [ 1019.34452967]
[ 338.78920808]  [ 1020.31667688]
[ 339.99642158]  [ 1024.22418044]
[ 340.81364126]  [ 1026.04874168]
[ 341.98976502]  [ 1029.99506311]
[ 343.02330217]  [ 1032.967136]
[ 343.84746087]  [ 1035.44237418]
[ 345.20908575]  [ 1039.17979977]
[ 346.04369255]  [ 1042.13837857]
[ 347.05647518]  [ 1045.07350489]
[ 347.91314512]  [ 1047.88004789]
[ 348.90415897]  [ 1050.7468406]
[ 350.42537714]  [ 1055.41411564]
[ 351.20781128]  [ 1057.53054614]
[ 351.60644549]  [ 1058.89638527]
[ 353.35943676]  [ 1063.88657311]
[ 353.81947944]  [ 1065.28460493]
[ 354.94641378]  [ 1069.23025395]
[ 356.09812813]  [ 1072.29285484]
[ 357.16860156]  [ 1075.51879301]
[ 357.81985158]  [ 1077.60965802]
[ 359.09859202]  [ 1080.86336946]
[ 360.04049961]  [ 1084.52181372]
[ 361.12437182]  [ 1087.35016484]
[ 361.84941336]  [ 1089.7030347]
[ 362.95706614]  [ 1093.27493516]
[ 363.60029072]  [ 1094.92574553]
[ 365.16433578]  [ 1099.48510481]
